id,name,type,categ_id,default_code,barcode,list_price,standard_price,weight,description,image_1920,image,Extra Product Media/Name
21,Decat Downpipe – VW Golf MK6 R / Audi A3 8P S3 2.0 TFSI,GOODS,Exhaust,,,139.99,0,0.01,"Gravity Performance decats instantly increase power by allowing exhaust gasses to exit the vehicle quicker. Our decats are designed to be direct replacements for the OEM catalytic converter, ensuring smooth installation every time. Manufactured from the highest quality T304 grade stainless steel, mandrel bent and fully TIG welded for strength and durability. CNC machined flanges for strong, solid support and an accurate fit, designed to improve power and torque across the entire RPM range. Noticeably improves the throttle response from the 2.0 TFSI engine. One of the most cost-effective and common ways of releasing power from your 2.0 TFSI",https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/EXDC062-02.jpg,https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/EXDC062-02.jpg,Main Image
22,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/EXDC062-08.jpg,Name 1
23,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/EXDC062.jpg,Name 2
24,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/EXDC062-03.jpg,Name 3
25,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/EXDC062-04.jpg,Name 4
26,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/EXDC062-05.jpg,Name 5
27,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/EXDC062-06.jpg,Name 6
28,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/EXDC062-07.jpg,Name 7
29,Straight Lambda Fooler Adapter – Universal,GOODS,Exhaust,,,9.99,0,0.01,Fits between your lambda sensor and the exhaust to stop the EML coming on when fitting a decat to your vehicle Manufactured from high quality grade steel M18 X 1.5mm thread Direct bolt on design for ease of fitment Please note this will stop the light coming on but you may need to reset your ECU to turn the light off first,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ01738-01-wpp1652865213351.jpg,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ01738-01-wpp1652865213351.jpg,Main Image
30,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ01738-03.jpg,Name 1
31,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ01738-04.jpg,Name 2
32,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ01738-05.jpg,Name 3
33,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ01738-06.jpg,Name 4
34,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ01738-07.jpg,Name 5
35,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ01738-08.jpg,Name 6
36,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ01738-09.jpg,Name 7
37,Catback Exhaust System – BMW Mini R53 Cooper S 1.6 00-06,GOODS,Exhaust,,,299.99,0,0.01,"Manufactured from highest quality T304 grade stainless steel 2.5"" dividing into 2 x 2"" bore with twin 2.75"" tailpipes CNC machined flange and slip joints for strong an accurate fit Free flowing system to get the most from the super charged engine Fully polished stainless steel with stylish polished tips",https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/zz00398-01-wpp1652804092953.jpg,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/zz00398-01-wpp1652804092953.jpg,Main Image
38,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/zz00398-02.jpg,Name 1
39,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/zz00398-06.jpg,Name 2
40,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/zz00398-07.jpg,Name 3
41,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ00398-08.jpg,Name 4
42,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/zz00398-05.jpg,Name 5
43,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/zz00398-04.jpg,Name 6
44,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/zz00398-03.jpg,Name 7
45,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/zz00398-07-Copy.jpg,Name 8
46,Exhaust DPF Delete Downpipe – BMW 1 Series N47 E82 / E88 & E81 / E87 07-13,GOODS,Exhaust,,,194.99,0,0.01,"Manufactured from highest quality T304 grade stainless steel Mandrel bent and fully TIG welded for strength and durability Free flowing DPF replacement to get the most from the N47 engine Designed to improve power and torque across the entire RPM range Direct fit with OE exhaust   Gravity Performance decats are engineered to instantly increase power by allowing exhaust gases to exit the vehicle more efficiently. Designed as a direct replacement for the OEM catalytic converter and DPF, this downpipe ensures smooth installation while delivering a significant improvement in exhaust gas flow. By replacing the restrictive stock components with a free-flowing pipe, this Exhaust DPF Delete Downpipe enhances performance and unlocks the true potential of your BMW 1 Series. Please note: This is not suitable for M47 engine models Sold for off road and track use only We recommend replacing the original clamps & gaskets during install (not included)",https://www.gravityperformance.co.uk/wp-content/uploads/2025/07/EXDC057-01.jpg,https://www.gravityperformance.co.uk/wp-content/uploads/2025/07/EXDC057-01.jpg,Main Image
47,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/EXDC057-02-1.jpg,Name 1
48,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/EXDC057-03-1.jpg,Name 2
49,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/EXDC057-04-1.jpg,Name 3
50,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/EXDC057-05-1.jpg,Name 4
51,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/EXDC057-06-1.jpg,Name 5
52,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/EXDC057-07-1.jpg,Name 6
53,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/EXDC057-08-1.jpg,Name 7
54,Exhaust DPF Delete Downpipe – BMW 3 Series N47 E90 / E91 / E92 / E93 04-13,GOODS,Exhaust,,,194.99,0,0.01,"Manufactured from highest quality T304 grade stainless steel Mandrel bent and fully TIG welded for strength and durability Free flowing DPF replacement to get the most from the N47 engine Designed to improve power and torque across the entire RPM range Direct fit with OE exhaust   Gravity Performance decats are engineered to instantly increase power by allowing exhaust gases to exit the vehicle more efficiently. Designed as a direct replacement for the OEM catalytic converter and DPF, this downpipe ensures smooth installation while delivering a significant improvement in exhaust gas flow. By replacing the restrictive stock components with a free-flowing pipe, this Exhaust DPF Delete Downpipe enhances performance and unlocks the true potential of your BMW 3 Series. Please note: This is not suitable for M47 engine models Sold for off road and track use only We recommend replacing the original clamps & gaskets during install (not included)",https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/EXDC057-01-1.jpg,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/EXDC057-01-1.jpg,Main Image
55,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/EXDC057-02-1.jpg,Name 1
56,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/EXDC057-03-1.jpg,Name 2
57,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/EXDC057-04-1.jpg,Name 3
58,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/EXDC057-05-1.jpg,Name 4
59,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/EXDC057-06-1.jpg,Name 5
60,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/EXDC057-07-1.jpg,Name 6
61,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/EXDC057-08-1.jpg,Name 7
62,3″ Exhaust Decat Downpipe – Volkswagen Golf MK5 GTI 2.0 04-09,GOODS,Exhaust,,,139.99,0,0.01,"Gravity Performance decats are made to completely replace the stock catalytic converter eliminating all restrictions. Our Performance decats improve throttle response and allow for improved exhaust flow increasing power and torque. Manufactured from high quality T304 grade stainless steel Free flowing catalyst replacement to get the most from the 2.0 TFSI 2 piece v-band clamp fitting for a better seal compared to flange & gasket as well as an easier installation Built in flexi joint helps reduce exhaust strain     3"" Exhaust Decat Downpipe compatible with VW Golf MK5 GTI 2.0T 2004-2010 models, an easier fitting replacement for the OEM downpipe and offers significant performance gains. The built-in flexi on our 3"" Exhaust Decat Downpipe ensures you get performance gains coupled with durability and reliability.",https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ00205A-02.jpg,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ00205A-02.jpg,Main Image
63,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ00205A1-1.jpg,Name 1
64,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ00205A3-1.jpg,Name 2
65,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ00205A5-1.jpg,Name 3
66,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ00205A2-1.jpg,Name 4
67,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ00205A.jpg,Name 5
68,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ00205A4-1.jpg,Name 6
69,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ00205A-01.jpg,Name 7
70,40mm High Flow Radiator – Toyota MR2 SW20 2.0 90-95,GOODS,Cooling,,,169.99,0,0.01,"Twin aluminium core will achieve up to 30% greater cooling capability than OEM Black coating designed to optimise heat dissipation, resulting in consistent lower temps Great upgrade to ensure the cooling system is operating at it's best at all time More water volume within a channel means greater cooling efficiency Designed to be a direct replacement for ease of fitment",https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ01316A-BK-01-wpp1652859828800.jpg,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ01316A-BK-01-wpp1652859828800.jpg,Main Image
71,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ01316A-BK-02.jpg,Name 1
72,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ01316A-BK-03.jpg,Name 2
73,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ01316A-BK-04.jpg,Name 3
74,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ01316A-BK-05.jpg,Name 4
75,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ01316A-BK-06.jpg,Name 5
76,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ01316A-BK-07.jpg,Name 6
77,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ01316A-BK-08.jpg,Name 7
78,Exhaust Decat Manifold – Renault Clio MK3 Sport 197 / 200 2.0 16V 06-11,GOODS,Exhaust,,,239.99,0,0.01,Manufactured from highest quality T304 grade stainless steel Mandrel bent and fully TIG welded for strength and durability Free flowing catalyst replacement to get the most from the F4R engine Noticeably improves throttle response Built in flexi joint helps reduce exhaust strain,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/zz03507-wpp1652804842739.jpg,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/zz03507-wpp1652804842739.jpg,Main Image
79,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ03507-02.jpg,Name 1
80,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ03507-03.jpg,Name 2
81,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ03507-04.jpg,Name 3
82,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ03507-05.jpg,Name 4
83,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ03507-06.jpg,Name 5
84,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ03507-07.jpg,Name 6
85,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ03507-08.jpg,Name 7
86,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ03507-09.jpg,Name 8
87,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ03507-010.jpg,Name 9
88,12″ Universal Straight Blade Fan Kit,GOODS,Cooling,,,29.99,0,0.01,"Air Flow Rate: >1130 CBM/Hr - Giving great cooling capability. Speed: 2100 RPM - Compact but fast. 12VDC, 7 Amps, 80W, 2150 CFM - Powerful motor. Most fans are designed for one-way air flow, the unique fan blade design and reversible motor allows you to pull or push the air with equal velocity. The lightweight ABS plastic slim fans measure only 2.5""at the deepest point; perfect for cramped areas.",https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ00088C-01-wpp1652862546968.jpg,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ00088C-01-wpp1652862546968.jpg,Main Image
89,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ00088C-04.jpg,Name 1
90,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ00088C-05.jpg,Name 2
91,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ00088C-06.jpg,Name 3
92,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ00088C-07.jpg,Name 4
93,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ00088C-08.jpg,Name 5
94,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ00088C-09.jpg,Name 6
95,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ00088C-03.jpg,Name 7
96,Catback Exhaust System For Lexus IS200 2.0 – 1998-2005,GOODS,Exhaust,,,389.99,0,0.01,"2.25"" Bore Throughout With a 4.25"" Tailpipe A free flowing exhaust is a great way to get the best out of the 6 Cylinder engine Removable baffle in the tailpipe for adjustable volume. Manufactured from Mandrel bent T304 grade stainless steel Engineered to improve throttle response and increased power and torque across the entire RPM range",https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ00405-0-wpp1652804852526.jpg,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ00405-0-wpp1652804852526.jpg,Main Image
97,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ00405-01.jpg,Name 1
98,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ00405-04-v2.jpg,Name 2
99,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ00405-05.jpg,Name 3
100,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ00405-06.jpg,Name 4
101,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ00405-03-v2.jpg,Name 5
102,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ00405-07-v2.jpg,Name 6
103,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ00405-08.jpg,Name 7
104,Cold Air Induction Kit – Honda Civic EP2 1.6 00-05,GOODS,Air induction,,,99.99,0,0.01,High quality big bore cone type to provide up to 50% more surface area compared to the OEM airbox Engineered to help your engine breathe easier and improve power Easy installation and easy maintenance Improved intake sound,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ02421-BK-01-wpp1652800795223.jpg,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ02421-BK-01-wpp1652800795223.jpg,Main Image
105,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ02421-BK-03.jpg,Name 1
106,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ02421-BK-04.jpg,Name 2
107,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ02421-BK-05.jpg,Name 3
108,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ02421-BK-06.jpg,Name 4
109,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ02421-BK-07.jpg,Name 5
110,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ02421-BK-08-1.jpg,Name 6
111,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ02421-BK-08.jpg,Name 7
112,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ02421-BK-09.jpg,Name 8
113,Gravity Performance Outline Logo Decal – 12″ White On Black + Blue Triangle,GOODS,Merchandise,,,9.99,0,0.01,UK manufactured from the highest quality vinyl Perfectly crafted to fit each and every vehicle Represent the Gravity Performance team! Don't forget to tag us,https://www.gravityperformance.co.uk/wp-content/uploads/2022/05/GVSTICKER1.jpg,https://www.gravityperformance.co.uk/wp-content/uploads/2022/05/GVSTICKER1.jpg,Main Image
114,3″ Exhaust Decat Downpipe – Ford Fiesta MK7 ST180 1.6 Ecoboost 13+,GOODS,Exhaust,,,144.99,0,0.01,"Manufactured from highest quality T304 grade stainless steel Free flowing catalyst replacement to get the most from the 1.6L Ecoboost engine 3"" Bore throughout, perfect for aftermarket 3"" exhaust systems Noticeably improves throttle response     Our 3"" Exhaust Decat Downpipe compatible with Ford Fiesta MK7 ST180 1.6 Ecoboost 13+ is made from high quality Stainless Steel and features a 3"" bore to maximise gas flow through the exhaust. This 3"" Exhaust Decat Downpipe has a larger bore than the OEM part, meaning you can pair this with an aftermarket exhaust system to release even more power from the 1.6 Ecoboost engine.",https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/GPEC012A-01.jpg,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/GPEC012A-01.jpg,Main Image
115,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/GPEC012A-02.jpg,Name 1
116,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/GPEC012A-03.jpg,Name 2
117,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/GPEC012A-05.jpg,Name 3
118,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/GPEC012A-07.jpg,Name 4
119,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/GPEC012A-06.jpg,Name 5
120,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/GPEC012A-04.jpg,Name 6
121,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/GPEC012A-08.jpg,Name 7
122,4.5″ Exhaust Decat Downpipe – BMW 1 Series F20 M140i B58 16-19,GOODS,Exhaust,,,214.99,0,0.01,"Manufactured from highest quality T304 grade stainless steel Mandrel bent and fully TIG welded for strength and durability Free flowing catalyst replacement to get the most from the B58 engine Designed to improve power and torque across the entire RPM range     Our 4.5"" Exhaust Decat Downpipe compatible with BMW 1 Series F20 M140i B58 16-19, manufactured from T304 Stainless Steel for maximum durability and strength, produces instant power gains across the rev range. this 4.5"" Exhaust Decat Downpipe improves gas flow, thus improving throttle response and torque as a result.",https://www.gravityperformance.co.uk/wp-content/uploads/2024/08/GPED046A-01.jpg,https://www.gravityperformance.co.uk/wp-content/uploads/2024/08/GPED046A-01.jpg,Main Image
123,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2024/08/GPED046A-02.jpg,Name 1
124,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2024/08/GPED046A-03.jpg,Name 2
125,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2024/08/GPED046A-04.jpg,Name 3
126,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2024/08/GPED046A-05.jpg,Name 4
127,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2024/08/GPED046A-06.jpg,Name 5
128,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2024/08/GPED046A-07-1.jpg,Name 6
129,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2024/08/GPED046A-08-1.jpg,Name 7
130,3″ Catback Exhaust System – Ford Focus MK3 ST ST250 12-18,GOODS,Exhaust,,,394.99,0,0.01,"3"" Bore Throughout With a Twin 4.5"" Tailpipes 4.5"" Tailpipes designed to fit the oem rear valance Manufactured from Mandrel bent T304 grade stainless steel Engineered to improve throttle response and increased power and torque across the entire RPM range A free flowing exhaust is a great way to get the best out of the 4 cylinder Turbo engine",https://www.gravityperformance.co.uk/wp-content/uploads/2022/07/ZZ03960-01-1.jpg,https://www.gravityperformance.co.uk/wp-content/uploads/2022/07/ZZ03960-01-1.jpg,Main Image
131,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/07/ZZ03960-02-1.jpg,Name 1
132,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/07/ZZ03960-03-1.jpg,Name 2
133,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/07/ZZ03960-05-1.jpg,Name 3
134,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/07/ZZ03960-07-scaled.jpg,Name 4
135,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/07/ZZ03960-06-1.jpg,Name 5
136,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/07/ZZ03960-07-1.jpg,Name 6
137,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/07/ZZ03960-08-1.jpg,Name 7
138,Exhaust Back Box Delete Pipe – Ford Fiesta MK7 MK7.5 1.0 Ecoboost 13-17,GOODS,Exhaust,,,119.99,0,0.01,"Manufactured from highest quality T304 grade stainless steel Mandrel bent and fully TIG welded for strength and durability Fully polished 3"" tailpipes designed to fit beneath the OEM rear valance Designed to fit the original exhaust system and standard trim models High flow design removes the OEM resonator back box",https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/EXMD014-02-1.jpg,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/EXMD014-02-1.jpg,Main Image
139,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/EXMD014-03.jpg,Name 1
140,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/EXMD014-04.jpg,Name 2
141,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/EXMD014-05.jpg,Name 3
142,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/EXMD014-06.jpg,Name 4
143,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/EXMD014-07.jpg,Name 5
144,,,,,,,,,,,https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/EXMD014-08.jpg,Name 6
