id,title,category,price,description,images,url
1329,Rear Grooved Drilled 226mm Brake Discs – Seat Ibiza MK2 1.8 2.0 16V Cupra GTI,Brake Discs,54.99,Features:,"https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/BDVOLK007-01.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/Gravity-Website-72.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/BDVOLK007-02.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/BDVOLK007-08.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/BDVOLK007-07.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/BDVOLK007-06.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/BDVOLK007-05.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/BDVOLK007-04.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/BDVOLK007-03.jpg",https://www.gravityperformance.co.uk/brake-discs/rear-grooved-drilled-226mm-brake-discs-for-seat-ibiza-mk2-1-8-2-0-16v-cupra-gti/
1330,Front Upper Camber Arms – Lexus IS200 / IS300 98-05,Suspension,234.99,Adjustable suspension control arm kit designed to directly replace the standard units Fully adjustable to suit your desired configuration Spherical bearing mounted inner pivot points rather than bushes to reduce static friction and improve suspension performance SIgnificantly improves suspension geometry when set up correctly Durable black finish to increase lifespan,"https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/WDSA035-0-wpp1652864754497.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/WDSA035-02.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/WDSA035-03.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/WDSA035-04.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/WDSA035-05.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/WDSA035-06.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/WDSA035-07.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/WDSA035-08.jpg",https://www.gravityperformance.co.uk/adjustable-arms/front-upper-camber-arms-lexus-is200-is300-98-05/
1331,40mm High Flow Radiator – Peugeot 205 / 309 GTI 1.6 / 1.9 83-98,Cooling,134.99,"Twin core aluminium core will achieve up to 30% more cooling capability than the standard radiator Black radiator designed to optimise heat dissipation, resulting in consistent lower temps Keeps engine temperatures down, ideal for track use More water volume within a channel means greater cooling efficiency Designed to be a direct replacement for ease of fitment","https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ01276-BK-0-wpp1652863543257.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ01276-BK-02.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ01276-BK-03.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ01276-BK-04.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ01276-BK-05.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ01276-BK-06.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ01276-BK-07.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/ZZ01276-BK-08.jpg",https://www.gravityperformance.co.uk/radiators/50mm-high-flow-radiator-peugeot-205-309-gti-1-6-1-9-83-98/
1332,Front Bumper Splitter – Ford Transit Tourneo Custom Facelift 18-22,Body Styling,184.99,"Gravity front splitters are precision engineered to be a flush fit onto the original front bumper, making installation as quick and easy as possible. Our splitters are a must-have accessory, enhancing the front end of your Transit with a lower, more aggressive look whilst aiding downforce and improving handling characteristics. Primed and ready to paint Manufactured from high quality, automotive grade ABS plastic Direct and secure fitment onto the OEM bumper Improves both aesthetics and aerodynamics Supplied with all necessary fittings, easy installation","https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/DLFS005-05.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/DLFS005-08.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/DLFS005-02.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/DLFS005-03.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/DLFS005-04.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/DLFS005-05-1.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/DLFS005-06.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/DLFS005-07.jpg",https://www.gravityperformance.co.uk/front-splitters/front-bumper-splitter-ford-transit-tourneo-custom-facelift-18-22/
1333,Gloss Black M Style Side Skirts – BMW 2 Series F22 F23 14-21,Body Styling,79.99,Gravity Performance side skirts are meticulously engineered to transform your vehicle's exterior. Our Gravity Performance side skirts elevate your vehicle's aesthetics providing a more aggressive and sporty look. Compliment the styling of your car with M style side skirts Manufactured from automotive grade ABS plastic Supplied with 3M tape for easy installation Finished in gloss black ready to be fitted Improve your 2 series's aerodynamics,"https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/SHSS005-01fitted.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/SHSS005-01.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/SHSS005-02.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/SHSS005-03.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/SHSS005-04.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/SHSS005-05.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/SHSS005-06.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/SHSS005-07.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/SHSS005-08.jpg",https://www.gravityperformance.co.uk/side-skirts/gloss-black-m-style-side-skirts-for-bmw-2-series-f22-f23-14-21/
1334,Front Drilled Grooved 298mm Brake Discs – Porsche Boxster 986 2.5 2.7 96+04,Brake Discs,64.99,Specifications: Solid/Vented: Vented Disc Diameter: 298mm Overall Depth: 67mm Hub Centre Diameter: 98mm Disc Thickness Max: 24 Disc Thickness Min: 22,"https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/BDPORS001-01-copy.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/bdpors001-02.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/bdpors001-03.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/bdpors001-04.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/bdpors001-05.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/bdpors001-06.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/bdpors001-07.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/bdpors001-08.jpg",https://www.gravityperformance.co.uk/brake-discs/front-drilled-grooved-298mm-brake-discs-for-porsche-boxster-986-2-5-2-7-9604/
1335,Rear Drilled Grooved Brake Discs 271mm – Ford Focus MK3 1.0 Ecoboost 10-18,Brake Discs,59.99,Specifications:,"https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/BDFORD001-01-copy.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/BDFORD001-gravity-website.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/BDFORD001-04.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/BDFORD001-07.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/BDFORD001-03.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/BDFORD001-02.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/BDFORD001-05.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/BDFORD001-06.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/BDFORD001-08.jpg",https://www.gravityperformance.co.uk/brake-discs/rear-drilled-grooved-brake-discs-271mm-ford-focus-mk3-1-0-ecoboost-10-18/
1336,S3 Style Rear Boot Spoiler Lip Gloss Black – Audi A6 C7 12-17,Body Styling,49.99,"Add style and aerodynamic performance with a Gravity Performance rear spoiler. Transform the look and profile of your car, with streamlined designs that greatly improve your car's overall aesthetics. Adds an aggressive look to your Audi, whilst improving aerodynamics & downforce Supplied with 3M tape for easy installation Finished in gloss black ready to be fitted Designed to offer perfect fitment with no modifications required Crafted from high-quality OEM-grade materials","https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOSP063-01fitted.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOSP063-02.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOSP063-08.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOSP063-04.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOSP063-03.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOSP063-07.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOSP063-05.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOSP063-06.jpg",https://www.gravityperformance.co.uk/spoilers-wings/s3-style-rear-boot-spoiler-lip-gloss-black-for-audi-a6-c7-12-17/
1337,3 Piece Front Splitter Gloss Black – VW Golf MK7 MK7.5 2012-2020,Body Styling,79.99,"Gravity Performance front splitters are designed to provide a quick and easy upgrade, with seamless fitment onto the OEM bumper. Our splitters enhance the front end of your vehicle with a lower, more aggressive look whilst aiding downforce and handling characteristics.   Finished in gloss black ready to be installed Improves both aesthetics and aerodynamics Direct and secure fitment onto the OEM bumper Manufactured from high quality, automotive grade ABS plastic 3 pieces set including any necessary fittings for easy installation","https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/KSFL005-01.5-1.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/KSFL005-01-2.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/KSFL005-02-1.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/KSFL005-06-1.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/KSFL005-07-1.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/KSFL005-08-1.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/KSFL005-04-1.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/KSFL005-05-1.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/KSFL005-03-1.jpg",https://www.gravityperformance.co.uk/front-splitters/3-piece-front-splitter-gloss-black-vw-golf-mk7-mk7-5-2012-2020/
1338,Strut Brace Set – BMW 3 Series E36 Coupe 90-00,Chassis & Drivetrain,99.99,Manufactured from highest quality and strength aluminium to help reduce weight without compromising strength Designed to reduce chassis flex to improve steering response and stability Noticeably enhances steering response Please ensure the vehicle is parked on a level surface when installing these items SImple bolt on upgrade,"https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/s-l1600-8-wpp1652802965774.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/kit0540-02.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/kit0540-03.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/kit0540-04.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/kit0540-05.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/kit0540-06.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/kit0540-07.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/kit0540-08.jpg",https://www.gravityperformance.co.uk/chassis-drivetrain/strut-brace-set-bmw-3-series-e36-coupe-90-00/
1339,Side Skirts Gloss Black – Ford Transit Connect LWB 2024+,Body Styling,109.99,Gravity Performance side skirts are precision engineered to transform your vehicle’s exterior. Our Gravity Performance side skirts elevate your vehicle’s aesthetics providing a more aggressive and sporty look.   Improve your Transit Connect’s aerodynamics Manufactured from OEM grade ABS plastic Quick and easy to fit to the side of your vehicle Compliments the overall styling of your Ford Finished in gloss black to accent your car's paintwork,"https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/KSSS004-01.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/KSSS004-02.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/KSSS004-08.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/KSSS004-07.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/KSSS004-06.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/KSSS004-05.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/KSSS004-04.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/KSSS004-03.jpg",https://www.gravityperformance.co.uk/side-skirts/side-skirts-gloss-black-ford-transit-connect-lwb-2021/
1340,Front Mount Intercooler Core – BMW 5 Series E60 E61 525d 530d 535d M57 03-10,Cooling,294.99,"Gravity Performance front mount intercoolers are a perfect addition to your vehicle, offering greater cooling efficiency with their high flow end tanks and bar-and-plate cores. Manufactured from lightweight and durable aluminium, our intercoolers offer maximum performance without adding unnecessary weight to your build. Manufactured from high strength, lightweight aluminium Durable bar-and-plate core for superior durability and performance Engineered to maximise cooling capacity whilst minimising pressure drops Performance intercooler core designed to be a direct replacement for the OEM core Capable of withstanding up to 3 Bar of boost, making it the perfect upgrade for modified BMWs","https://www.gravityperformance.co.uk/wp-content/uploads/2025/10/COIC080-01.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/10/COIC080-02.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/10/COIC080-03.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/10/COIC080-04.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/10/COIC080-05.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/10/COIC080-06.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/10/COIC080-07.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/10/COIC080-08.jpg",https://www.gravityperformance.co.uk/cooling/front-mount-intercooler-core-bmw-5-series-e60-e61-525d-530d-535d-m57-03-10/
1341,Diamond Style Gloss Black Front Grille – Mercedes CLA C117 13-19,Body Styling,79.99,"With a simple installation process & guaranteed perfect fitment, Gravity Performance grilles are the most cost-effective & straightforward way to instantly enhance the appearance of your vehicle. Distinctive styling to help your car stand out from the crowd Easy to fit, direct replacement for the original grille Supplied in a gloss black finish ready for fitting Made from lightweight and durable OEM-grade ABS Designed to accommodate the original Mercedes badge","https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOGR035-01.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOGR035-02.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOGR035-04.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOGR035-06.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOGR035-03.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOGR035-07.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOGR035-05.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOGR035-08.jpg",https://www.gravityperformance.co.uk/grilles/diamond-style-gloss-black-front-grille-for-mercedes-cla-c117-13-19/
1342,Front Strut Brace – Audi A3 S3 8L / Seat Leon 1M / Volkswagen VW Golf MK4 96-05,Chassis & Drivetrain,84.99,Manufactured from highest quality and strength alloy to help reduce weight without compromising strength Designed to reduce chassis flex to improve steering response and stability Noticeably enhances steering response Please ensure the vehicle is parked on a level surface when installing this item SImple bolt on upgrade,"https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/DGSB067-01-wpp1652801251863.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/DGSB067-03.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/DGSB067-04.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/DGSB067-05.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/DGSB067-06.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/DGSB067-07.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/DGSB067-08.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/02/DGSB067-02.jpg",https://www.gravityperformance.co.uk/chassis-drivetrain/front-strut-brace-audi-a3-8l-96-03/
1343,Rear Drilled Grooved 300mm Brake Discs – BMW 3 Series E90 E91 E92 E93 05+,Brake Discs,84.99,Specifications:,"https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/BDBMW016-01-4.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/Gravity-Website-15.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/BDBMW016-02.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/BDBMW016-08.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/BDBMW016-07.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/BDBMW016-06.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/BDBMW016-05.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/BDBMW016-04.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/BDBMW016-03.jpg",https://www.gravityperformance.co.uk/brake-discs/rear-drilled-grooved-300mm-brake-discs-for-bmw-3-series-e90-e91-e92-e93-05/
1344,Front Lower Splitter Bumper Gloss Black – Ford Transit Custom MK2 2024+,Body Styling,204.99,"Gravity Performance front splitters are designed to provide a quick and easy upgrade, with seamless fitment onto the OEM bumper. Our splitters enhance the front end of your vehicle with a lower, more aggressive look whilst aiding downforce and handling characteristics.   Direct and secure fitment onto the OEM bumper Quick and easy to fit to the side of your vehicle Made from lightweight and durable OEM-grade materials Adds aggressive, sporty styling and improves aerodynamics Finished in gloss black to complement your Transit Custom's paintwork","https://www.gravityperformance.co.uk/wp-content/uploads/2025/07/SHFL020-03-1.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/07/SHFL020-01-1.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/07/SHFL020-02-1.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/07/SHFL020-04-1.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/07/SHFL020-05-1.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/07/SHFL020-06-1.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/07/SHFL020-07-1.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/07/SHFL020-08-1.jpg",https://www.gravityperformance.co.uk/body-styling/front-lower-splitter-bumper-gloss-black-ford-transit-custom-mk2-2024/
1345,3 Piece Matte Black Front Bumper Grille Trim – VW Transporter T6 16-19,Body Styling,31.99,"Gravity front grille trims are a great way of updating your vehicles looks. Easy to fit and featuring modern designs, our grille trims are the perfect cost-effective upgrade to add a flare to your Transporter. Aggressive styling upgrade for your vehicle Effective upgrade to improve your Transporter’s front end Designed to be a perfect fit to the OEM grille Supplied in 3 pieces with a matte black finish Manufactured from OEM grade ABS","https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/DLGT003-5050.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/DLGT003-01.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/DLGT003-02.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/DLGT003-03.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/DLGT003-04.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/DLGT003-05.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/DLGT003-06.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/DLGT003-07.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/DLGT003-08.jpg",https://www.gravityperformance.co.uk/grilles/3-piece-matte-black-front-bumper-grille-trim-vw-transporter-t6-16-19/
1346,Oettinger Style Rear Spoiler Gloss Black – Audi A3 8Y 2020+,Body Styling,54.99,"Add style and aerodynamic performance with a Gravity Performance rear spoiler. Transform the look and profile of your car, with streamlined designs that greatly improve your car's overall aesthetics. Adds an aggressive look to your Audi, whilst improving aerodynamics & downforce Supplied with 3M tape for easy installation Finished in gloss black ready to be fitted Designed to offer perfect fitment with no modifications required Crafted from high-quality OEM-grade materials","https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOSP049-01fitted.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOSP049-02.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOSP049-06.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOSP049-03.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOSP049-01.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOSP049-07.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOSP049-04.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOSP049-05.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOSP049-08.jpg",https://www.gravityperformance.co.uk/spoilers-wings/oettinger-style-rear-spoiler-gloss-black-for-audi-a3-8y-2020/
1347,Chrome 2pc Short Upper Grille Trims – VW Transporter T6.1 19-24,Body Styling,24.99,"Gravity front grille trims are a great way of updating your vehicles looks. Easy to fit and featuring modern designs, our grille trims are the perfect cost-effective upgrade to add a flare to your Transporter.   Aggressive styling upgrade for your vehicle Manufactured from OEM grade ABS Supplied in 2 pieces with a chrome finish Effective upgrade to improve your Transporter’s front end Designed to be a perfect fit to the OEM grille","https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/DLGT009-06.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/DLGT009-01.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/DLGT009-02.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/DLGT009-03.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/DLGT009-04.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/DLGT009-05.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/DLGT009-07.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/06/DLGT009-08.jpg",https://www.gravityperformance.co.uk/grilles/chrome-2pc-short-upper-grille-trims-vw-transporter-t6-1-19-24/
1348,Front Oil Cooler Kit – BMW 4 Series M4 F82 F83 14-20,Cooling,194.99,"Gravity Performance oil cooler kits provide a massive performance improvement over the OEM cooler from am increased capacity and surface area to allow a greater airflow between the fins ensuring more efficient cooling. Manufactured from lightweight and durable aluminium, our oil cooler offer maximum performance without adding unnecessary weight to your build. Designed to help prolong the life of your oil by improving your cooling capacity Perfect cooling upgrade for the F82 M4 to ensure oil temps are kept as low as possible We recommend all engine tuning parts are fitted by a qualified mechanic to ensure the correct fitment Manufactured from highest quality and strength aluminium to help reduce weight without compromising strength Designed to provide a longer cooling path and surface area to reduce the temperature of the oil more than the OEM kit","https://www.gravityperformance.co.uk/wp-content/uploads/2025/10/COIC096-02.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/10/COIC096-08.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/10/COIC096-07.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/10/COIC096-06.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/10/COIC096-05.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/10/COIC096-04.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/10/COIC096-03.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2025/10/COIC096-01.jpg",https://www.gravityperformance.co.uk/cooling/front-oil-cooler-kit-bmw-4-series-m4-f82-f83-14-20/
1349,Diamond Style Gloss Black Grille With Camera Hole – Mercedes C Class S205 14-18,Body Styling,59.99,"With a simple installation process & guaranteed perfect fitment, Gravity Performance grilles are the most cost-effective & straightforward way to instantly enhance the appearance of your vehicle. Distinctive styling to help your car stand out from the crowd Easy to fit, direct replacement for the original grille Supplied in a gloss black finish ready for fitting Made from lightweight and durable OEM-grade ABS Features a designated hole for the front-facing camera","https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOGR028-01fitted-1.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOGR028-03.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOGR028-08.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOGR028-05.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOGR028-02.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOGR028-04.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOGR028-07.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOGR028-06.jpg",https://www.gravityperformance.co.uk/grilles/diamond-style-gloss-black-grille-with-camera-hole-for-mercedes-c-class-s205-14-18/
1350,Gloss Black Rear Spoiler – BMW X6 F16 14-19,Body Styling,59.99,"Add style and aerodynamic performance with a Gravity Performance rear spoiler. Transform the look and profile of your car, with streamlined designs that greatly improve your car's appearance & can provide an increase in aerodynamic efficiency. Adds an aggressive look to your X6, whilst improving aerodynamics & downforce Designed to offer perfect fitment with no modifications required Crafted from high-quality OEM-grade materials Supplied with 3M tape for easy installation Finished in gloss black ready to be fitted","https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOSP119-01.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOSP119-02.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOSP119-03.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOSP119-05.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOSP119-07.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOSP119-06.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOSP119-04.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2024/11/HOSP119-08.jpg",https://www.gravityperformance.co.uk/spoilers-wings/gloss-black-rear-spoiler-for-bmw-x6-f16-14-19/
1351,Rear Drilled Grooved 330mm Brake Discs – BMW 5 Series F10 F11 518D 530D 10-17,Brake Discs,94.99,Specifications:,"https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/BDBMW035-01-1.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/BDBMW026-gravity-website-1.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/BDBMW035-04.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/BDBMW035-03.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/BDBMW035-02.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/BDBMW035-08.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/BDBMW035-07.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/BDBMW035-06.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/08/BDBMW035-05.jpg",https://www.gravityperformance.co.uk/brake-discs/rear-drilled-grooved-330mm-brake-discs-for-bmw-5-series-f10-f11-518d-530d-10-17/
