title,category,price,description,images,url
Volvo S80 MK1 98-06 – Lowering Springs – Front 30mm – Rear 30mm,Lowering Springs,219.99,VOLVO S80 (all engine types) - 10/1998 to 02/2006,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/volvo-s80-mk1-98-06-lowering-springs-front-30mm-rear-30mm/
VW Passat 2.0TDI 3C – Lowering Springs – Front 40mm – Rear 40mm,Lowering Springs,179.99,VW PASSAT 2.0TDI - 3C - 2005 to 11/2010,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/vw-passat-2-0tdi-3c-lowering-springs-front-40mm-rear-40mm/
VW Scirocco 1.4TSI(160PK) | 2.0TSI | 2.0TDI – Lowering Springs – Front 35mm – Rear 35mm,Lowering Springs,179.99,VW SCIROCCO 1.4TSI(160PK)/2.0TSI/2.0TDI - 09/2008+,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/vw-scirocco-1-4tsi-160pk-2-0tsi-2-0tdi-lowering-springs-front-35mm-rear-35mm/
VW Transporter T5 + Facelift 2009- T5 – Lowering Springs – Front 40mm – Rear 40mm,Lowering Springs,239.99,VW TRANSPORTER T5 + FACELIFT 2009- T5 - 2003+,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/vw-transporter-t5-facelift-2009-t5-lowering-springs-front-40mm-rear-40mm/
Volvo V50 | S40 1.6 M – Lowering Springs – Front 30mm – Rear 30mm,Lowering Springs,179.99,VOLVO V50/S40 1.6 - M - 2004 to 07/2012,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/volvo-v50-s40-1-6-m-lowering-springs-front-30mm-rear-30mm/
VW Passat CC 1.8TSI | 2.0TSI | 2.0TDI – Lowering Springs – Front 25mm – Rear 20mm,Lowering Springs,179.99,VW PASSAT CC 1.8TSI/2.0TSI/2.0TDI - 06/2008+,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/vw-passat-cc-1-8tsi-2-0tsi-2-0tdi-lowering-springs-front-25mm-rear-20mm/
VW Transporter T3 – Lowering Springs – Front 45mm – Rear 45mm,Lowering Springs,239.99,VW TRANSPORTER T3 - 1979 to 1991,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/vw-transporter-t2-t3-t2-lowering-springs-front-45mm-rear-45mm/
Volvo V60 T3 | T4 | T4F | 2.0T | 1.6D | 1.6 Drive | D2 – Lowering Springs – Front 25mm – Rear 30mm,Lowering Springs,199.99,VOLVO V60 T3/T4/T4F/2.0T/1.6D/1.6 DRIVe/D2 - 11/2010+,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/volvo-v60-t3-t4-t4f-2-0t-1-6d-1-6-drive-d2-lowering-springs-front-25mm-rear-30mm/
VW Polo | Derby 0.9-1.3 (Not G40) 86 | 86C – Lowering Springs – Front 60mm – Rear 40mm,Lowering Springs,169.99,VW POLO/DERBY 0.9-1.3 (not G40) - 86/86C - 08/1976 to 07/1994,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/vw-polo-derby-0-9-1-3-not-g40-86-86c-lowering-springs-front-60mm-rear-40mm/
Volvo V50 | S40 1.6D | 1.8 | 1.8F | 2.0 | 2.0F | D2 M – Lowering Springs – Front 30mm – Rear 30mm,Lowering Springs,179.99,VOLVO V50/S40 1.6D/1.8/1.8F/2.0/2.0F/D2 - M - 2004 to 07/2012,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/volvo-v50-s40-1-6d-1-8-1-8f-2-0-2-0f-d2-m-lowering-springs-front-30mm-rear-30mm/
VW Golf VII Hatchback 1.4TSI (122PK)(Multilink) Au – Lowering Springs – Front 40mm – Rear 40mm,Lowering Springs,159.99,VW GOLF VII HATCHBACK 1.4TSI (122PK)(MULTILINK) - AU - 10/2012+,"https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/products-springs_rear_front_8.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/products-springs_rear_front_8-1.jpg",https://www.gravityperformance.co.uk/lowering-springs/vw-golf-vii-hatchback-1-4tsi-122pk-multilink-au-lowering-springs-front-40mm-rear-40mm/
Volvo V60 D3 | D4 | D5 – Lowering Springs – Front 25mm – Rear 30mm,Lowering Springs,209.99,VOLVO V60 D3/D4/D5 - 11/2010+,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/volvo-v60-d3-d4-d5-lowering-springs-front-25mm-rear-30mm/
VW Up 1.0 Aa – Lowering Springs – Front 30mm – Rear 35mm,Lowering Springs,159.99,VW UP 1.0 - AA - 2012+,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/vw-up-1-0-aa-lowering-springs-front-30mm-rear-35mm/
VW Polo | Derby 0.9-1.3 (Not G40) 86 | 86C – Lowering Springs – Front 70mm – Rear 60mm,Lowering Springs,169.99,VW POLO/DERBY 0.9-1.3 (not G40) - 86/86C - 08/1976 to 07/1994,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/vw-polo-derby-0-9-1-3-not-g40-86-86c-lowering-springs-front-70mm-rear-60mm/
VW Transporter T5 + Facelift 2009- T5 – Lowering Springs – Front 55mm – Rear 55mm,Lowering Springs,239.99,VW TRANSPORTER T5 + FACELIFT 2009- T5 - 2003+,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/vw-transporter-t5-facelift-2009-t5-lowering-springs-front-55mm-rear-55mm/
VW Golf VII Hatchback 2.0TDI (150PK)(Multilink) Au – Lowering Springs – Front 30mm – Rear 30mm,Lowering Springs,169.99,VW GOLF VII HATCHBACK 2.0TDI (150PK)(MULTILINK) - AU - 10/2012+,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/vw-golf-vii-hatchback-2-0tdi-150pk-multilink-au-lowering-springs-front-30mm-rear-30mm/
VW Jetta IV 2.0TSI | 1.6TDI | 2.0TDI 16 – Lowering Springs – Front 30mm – Rear 25mm,Lowering Springs,179.99,VW jETTA IV 2.0TSI/1.6TDI/2.0TDI - 16 - 10/2010+,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/vw-jetta-iv-2-0tsi-1-6tdi-2-0tdi-16-lowering-springs-front-30mm-rear-25mm/
Volvo C30 1.8 | 2.0 M – Lowering Springs – Front 30mm – Rear 30mm,Lowering Springs,169.99,VOLVO C30 1.8/2.0 - M - 2006 to 2013,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/volvo-c30-1-8-2-0-m-lowering-springs-front-30mm-rear-30mm/
VW Polo 1.2 | 1.4 16V | 1.6 9N – Lowering Springs – Front 30mm – Rear 30mm,Lowering Springs,169.99,VW POLO 1.2/1.4 16V/1.6 - 9N - 11/2001 to 11/2009,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/vw-polo-1-2-1-4-16v-1-6-9n-lowering-springs-front-30mm-rear-30mm/
VW Golf VII Hatchback 2.0TDI (150PK)(Multilink) Au – Lowering Springs – Front 40mm – Rear 40mm,Lowering Springs,159.99,VW GOLF VII HATCHBACK 2.0TDI (150PK)(MULTILINK) - AU - 10/2012+,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/vw-golf-vii-hatchback-2-0tdi-150pk-multilink-au-lowering-springs-front-40mm-rear-40mm/
VW Golf IV GTI | V5 | 1.9TDI 90 | 100 | 110 | 130 With Aut. | 1.9TDI 115 | 150 1J – Lowering Springs – Front 30mm – Rear 30mm,Lowering Springs,199.99,VW GOLF IV GTI/V5/1.9TDI 90/100/110/130 with aut./1.9TDI 115/150 - 1j - 10/1997 to 11/2003,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/vw-golf-iv-gti-v5-1-9tdi-90-100-110-130-with-aut-1-9tdi-115-150-1j-lowering-springs-front-30mm-rear-30mm/
VW Jetta III 2.0TDI 1Km – Lowering Springs – Front 40mm – Rear 40mm,Lowering Springs,179.99,VW jETTA III 2.0TDI - 1KM - 2005 to 09/2010,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/vw-jetta-iii-2-0tdi-1km-lowering-springs-front-40mm-rear-40mm/
Volvo C30 1.6 M – Lowering Springs – Front 30mm – Rear 30mm,Lowering Springs,169.99,VOLVO C30 1.6 - M - 2006 to 2013,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/volvo-c30-1-6-m-lowering-springs-front-30mm-rear-30mm/
VW Golf V 1.4 | 1.6 | 1.6Fsi 1K – Lowering Springs – Front 40mm – Rear 40mm,Lowering Springs,179.99,VW GOLF V 1.4/1.6/1.6FSI - 1K - 11/2003 to 10/2008,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/vw-golf-v-1-4-1-6-1-6fsi-1k-lowering-springs-front-40mm-rear-40mm/
VW Polo 1.0 | 1.4 | 1.4-16V | 1.4TDI | 1.6 | 1.9SDi 6N – Lowering Springs – Front 40mm – Rear 40mm,Lowering Springs,169.99,VW POLO 1.0/1.4/1.4-16V/1.4TDI/1.6/1.9SDi - 6N - 08/1994 to 2000,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/vw-polo-1-0-1-4-1-4-16v-1-4tdi-1-6-1-9sdi-6n-lowering-springs-front-40mm-rear-40mm/
VW Corrado 2.9 Vr6 53I – Lowering Springs – Front 40mm – Rear 40mm,Lowering Springs,179.99,VW CORRADO 2.9 VR6 - 53i - 10/1991 to 02/1995,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/vw-corrado-2-9-vr6-53i-lowering-springs-front-40mm-rear-40mm/
Volvo C30 1.6D | D2 M – Lowering Springs – Front 30mm – Rear 30mm,Lowering Springs,169.99,VOLVO C30 1.6D/D2 - M - 2006 to 2013,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/volvo-c30-1-6d-d2-m-lowering-springs-front-30mm-rear-30mm/
VW Polo | Derby 0.9-1.3 (Not G40) 86 | 86C – Lowering Springs – Front 70mm – Rear 70mm,Lowering Springs,169.99,VW POLO/DERBY 0.9-1.3 (not G40) - 86/86C - 08/1976 to 07/1994,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/vw-polo-derby-0-9-1-3-not-g40-86-86c-lowering-springs-front-70mm-rear-70mm/
VW Golf MK3 | Vento GTI | GTI 16V | Vr6 1HXO – Lowering Springs – Front 60mm – Rear 60mm,Lowering Springs,169.99,VW GOLF III/VENTO GTI/GTI 16V/VR6 - 1HXO - 09/1991 to 08/1994,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/vw-golf-mk3-vento-gti-gti-16v-vr6-1hxo-lowering-springs-front-60mm-rear-60mm/
VW Golf MK6 2.0TSI GTI – Lowering Springs – Front 25mm – Rear 20mm,Lowering Springs,179.99,VW GOLF VI 2.0TSI GTI - 0420/09 to 09/2012,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/vw-golf-mk6-2-0tsi-gti-lowering-springs-front-25mm-rear-20mm/
VW Golf MK4 1.8 | 2.0 | GTI | V5 | 1.9TDI (Va 1020Kg) 1J – Lowering Springs – Front 45mm – Rear 45mm,Lowering Springs,199.99,VW GOLF IV 1.8/2.0/GTI/V5/1.9TDI (VA 1020KG) - 1j - 10/1997 to 11/2003,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/vw-golf-mk4-1-8-2-0-gti-v5-1-9tdi-va-1020kg-1j-lowering-springs-front-45mm-rear-45mm/
Toyota Celica 1.8VVT-i T23 – Lowering Springs – Front 30mm – Rear 30mm,Lowering Springs,169.99,TOYOTA CELICA 1.8VVT-i - T23 - 2000 to 09/2005,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/toyota-celica-1-8vvti-t23-lowering-springs-front-30mm-rear-30mm/
VW Golf IV R32 3.2 V6 1J – Lowering Springs – Front 20mm – Rear 20mm,Lowering Springs,179.99,VW GOLF IV R32 3.2 V6 - 1j - 10/2002 to 11/2003,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/vw-golf-iv-r32-3-2-v6-1j-lowering-springs-front-20mm-rear-20mm/
Toyota GT86 2.0 ZN – Lowering Springs – Front 25mm – Rear 25mm,Lowering Springs,159.99,TOYOTA GT86 2.0 - ZN - 03/2012+,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/toyota-gt86-2-0-zn-lowering-springs-front-25mm-rear-25mm/
VW Golf II | Jetta II 1.6 | D | TD | 1.8GTI | 16V | G60 19E – Lowering Springs – Front 40mm – Rear 40mm,Lowering Springs,169.99,VW GOLF II/jETTA II 1.6/D/TD/1.8GTI/16V/G60 - 19E - 08/1983 to 11/1991,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/vw-golf-ii-jetta-ii-1-6-d-td-1-8gti-16v-g60-19e-lowering-springs-front-40mm-rear-40mm/
VW Golf VI Variant 1.4TSI (160PK) | 1.6TDI 1Km – Lowering Springs – Front 25mm – Rear 30mm,Lowering Springs,179.99,VW GOLF VI VARIANT 1.4TSI (160PK)/1.6TDI - 1KM - 07/2009 to 03/2013,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/vw-golf-vi-variant-1-4tsi-160pk-1-6tdi-1km-lowering-springs-front-25mm-rear-30mm/
VW Eos 2.0Fsi Turbo | 2.0TDI 1F – Lowering Springs – Front 40mm – Rear 40mm,Lowering Springs,179.99,VW EOS 2.0FSI TURBO/2.0TDI - 1F - 2006 to 05/2013,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/vw-eos-2-0fsi-turbo-2-0tdi-1f-lowering-springs-front-40mm-rear-40mm/
VW Eos 2.0Fsi 1F – Lowering Springs – Front 40mm – Rear 40mm,Lowering Springs,179.99,VW EOS 2.0FSI - 1F - 2006 to 05/2013,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/vw-eos-2-0fsi-1f-lowering-springs-front-40mm-rear-40mm/
Toyota MR2 2.0 16V W2 – Lowering Springs – Front 40mm – Rear 40mm,Lowering Springs,219.99,TOYOTA MR2 2.0 16V - W2 - 1990 to 1994,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/toyota-mr2-2-0-16v-w2-lowering-springs-front-40mm-rear-40mm/
Skoda Rapid Sedan+Spaceback1.2MPI | 1.2TSI Nh – Lowering Springs – Front 30mm – Rear 40mm,Lowering Springs,169.99,SKODA RAPID SEDAN+SPACEBACK1.2MPi/1.2TSI - NH - 10/2012+,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/skoda-rapid-sedan-spaceback1-2mpi-1-2tsi-nh-lowering-springs-front-30mm-rear-40mm/
Toyota Corolla 1.6GT Twincam 16V EE | AE86 – Lowering Springs – Front 40mm – Rear 40mm,Lowering Springs,199.99,TOYOTA COROLLA 1.6GT TWINCAM 16V - EE/AE86 - 05/1983 to 04/1987,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/toyota-corolla-1-6gt-twincam-16v-ee-ae86-lowering-springs-front-40mm-rear-40mm/
Toyota MR2 W3 – Lowering Springs – Front 30mm – Rear 30mm,Lowering Springs,159.99,TOYOTA MR2 - W3 - 10/1999 to 06/2007,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/toyota-mr2-w3-lowering-springs-front-30mm-rear-30mm/
Subaru Impreza Bugeye 2.0T WRX – Lowering Springs – Front 30mm – Rear 25mm,Lowering Springs,199.99,SUBARU IMPREZA 2.0T WRX - GD/GG/GGS - 2001 to 2003,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/subaru-impreza-bugeye-2-0t-wrx-lowering-springs-front-30mm-rear-25mm/
Skoda Octavia 1.6TDI | 1.4TSI1.8TSI | 2.0Fsi | 1.9TDI + Sw 1Z – Lowering Springs – Front 30mm – Rear 30mm,Lowering Springs,179.99,SKODA OCTAVIA 1.6TDI/1.4TSI1.8TSI/2.0FSI/1.9TDI + SW - 1Z - 2004 to 06/2013,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/skoda-octavia-1-6tdi-1-4tsi1-8tsi-2-0fsi-1-9tdi-sw-1z-lowering-springs-front-30mm-rear-30mm/
Skoda Rapid Sedan+Spaceback 1.4TSI | 1.6TDI Nh – Lowering Springs – Front 30mm – Rear 40mm,Lowering Springs,169.99,SKODA RAPID SEDAN+SPACEBACK 1.4TSI/1.6TDI - NH - 10/2012+,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/skoda-rapid-sedan-spaceback-1-4tsi-1-6tdi-nh-lowering-springs-front-30mm-rear-40mm/
Toyota Celica 2.0GTI Turbo 4WD St18 – Lowering Springs – Front 35mm – Rear 35mm,Lowering Springs,199.99,TOYOTA CELICA 2.0GTI TURBO 4WD - ST18 - 10/1989 to 02/1994,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/toyota-celica-2-0gti-turbo-4wd-st18-lowering-springs-front-35mm-rear-35mm/
Skoda Superb 2.0TDI 3T – Lowering Springs – Front 35mm – Rear 25mm,Lowering Springs,179.99,SKODA SUPERB 2.0TDI - 3T - 07/2008+,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/skoda-superb-2-0tdi-3t-lowering-springs-front-35mm-rear-25mm/
Skoda Superb Combi 1.4TSI | 1.8TSI | 2.0TSI | 1.6TDI | 2.0TDI – Lowering Springs – Front 40mm – Rear 30mm,Lowering Springs,179.99,SKODA SUPERB COMBI 1.4TSI/1.8TSI/2.0TSI/1.6TDI/2.0TDI - 10/2009+,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/skoda-superb-combi-1-4tsi-1-8tsi-2-0tsi-1-6tdi-2-0tdi-lowering-springs-front-40mm-rear-30mm/
Seat Ibiza 1.4 Aut. | 1.4TDI | 1.9SDi 6L – Lowering Springs – Front 30mm – Rear 30mm,Lowering Springs,179.99,SEAT IBIZA 1.4 AUT./1.4TDI/1.9SDi - 6L - 04/2002 to 02/2008,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/seat-ibiza-1-4-aut-1-4tdi-1-9sdi-6l-lowering-springs-front-30mm-rear-30mm/
Subaru Impreza Turbo + Stationwagon – Lowering Springs – Front 25mm – Rear 15mm,Lowering Springs,199.99,SUBARU IMPREZA TURBO + STATIONWAGON - GFC - 1998 to 12/2000,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/subaru-impreza-turbo-stationwagon-lowering-springs-front-25mm-rear-15mm/
Seat Ibiza 1.2 | 1.2TSI | 1.4 | 1.6 6J – Lowering Springs – Front 30mm – Rear 30mm,Lowering Springs,159.99,SEAT IBIZA 1.2/1.2TSI/1.4/1.6 - 6j - 03/2008+,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/seat-ibiza-1-2-1-2tsi-1-4-1-6-6j-lowering-springs-front-30mm-rear-30mm/
Seat Ibiza 1.2 | 1.2TSI | 1.4 | 1.6 6J – Lowering Springs – Front 45mm – Rear 45mm,Lowering Springs,159.99,SEAT IBIZA 1.2/1.2TSI/1.4/1.6 - 6j - 03/2008+,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/seat-ibiza-1-2-1-2tsi-1-4-1-6-6j-lowering-springs-front-45mm-rear-45mm/
Toyota Starlet 1.1-1.3 P9 – Lowering Springs – Front 40mm – Rear 40mm,Lowering Springs,149.99,TOYOTA STARLET 1.1-1.3 - P9 - 03/1996 to 12/1999,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/toyota-starlet-1-1-1-3-p9-lowering-springs-front-40mm-rear-40mm/
Toyota GT86 2.0 ZN – Lowering Springs – Front 35mm – Rear 35mm,Lowering Springs,159.99,Toyota GT86 2.0 - ZN - 03/2012+,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/toyota-gt86-2-0-zn-lowering-springs-front-35mm-rear-35mm/
Seat Ibiza 1.2TDI | 1.4TDI | 1.9TDI 6J – Lowering Springs – Front 45mm – Rear 45mm,Lowering Springs,159.99,SEAT IBIZA 1.2TDI/1.4TDI/1.9TDI - 6j - 03/2008+,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/seat-ibiza-1-2tdi-1-4tdi-1-9tdi-6j-lowering-springs-front-45mm-rear-45mm/
Seat Ibiza 1.4TSI Fr | 1.4TSI Cupra | 2.0TDI Fr 6J – Lowering Springs – Front 25mm – Rear 30mm,Lowering Springs,159.99,SEAT IBIZA 1.4TSI FR/1.4TSI CUPRA/2.0TDI FR - 6j - 11/2009+,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/seat-ibiza-1-4tsi-fr-1-4tsi-cupra-2-0tdi-fr-6j-lowering-springs-front-25mm-rear-30mm/
Seat Ibiza Station 1.2TDI | 1.6TDI 6J – Lowering Springs – Front 45mm – Rear 45mm,Lowering Springs,159.99,SEAT IBIZA STATION 1.2TDI/1.6TDI - 6j - 05/2010+,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/seat-ibiza-station-1-2tdi-1-6tdi-6j-lowering-springs-front-45mm-rear-45mm/
Subaru Impreza + Stationwagon 1.6Ts | 2.0Gx | 2.0Wrx | Not 2.0 Wrx Sti – Lowering Springs – Front 30mm – Rear 30mm,Lowering Springs,199.99,SUBARU IMPREZA + STATIONWAGON 1.6TS/2.0GX/2.0WRX/NOT 2.0 WRX STI - GD/GG/GGS - 2003 to 2005,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/subaru-impreza-stationwagon-1-6ts-2-0gx-2-0wrx-not-2-0-wrx-sti-lowering-springs-front-30mm-rear-30mm/
Seat Leon Hatchback + Sc 1.6TDI Torsion Beam 5F – Lowering Springs – Front 30mm – Rear 30mm,Lowering Springs,169.99,SEAT LEON HATCHBACK + SC 1.6TDI TORSION BEAM - 5F - 09/2012+,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/seat-leon-hatchback-sc-1-6tdi-torsion-beam-5f-lowering-springs-front-30mm-rear-30mm/
Seat Alhambra 1.8 | 2.0 | 1.9TDI 7Ms – Lowering Springs – Front 35mm – Rear 35mm,Lowering Springs,209.99,SEAT ALHAMBRA 1.8/2.0/1.9TDI - 7MS - 09/1995 to 03/2010,"https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/products-spring20-20direnza20box20201920-20full20set.jpg, https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/products-spring20-20direnza20box20201920-20full20set-1.jpg",https://www.gravityperformance.co.uk/lowering-springs/seat-alhambra-1-8-2-0-1-9tdi-7ms-lowering-springs-front-35mm-rear-35mm/
Toyota Celica 2.0GTI St18 – Lowering Springs – Front 40mm – Rear 40mm,Lowering Springs,179.99,TOYOTA CELICA 2.0GTI - ST18 - 10/1989 to 02/1994,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/toyota-celica-2-0gti-st18-lowering-springs-front-40mm-rear-40mm/
Toyota Celica 1.8 T20 – Lowering Springs – Front 40mm – Rear 40mm,Lowering Springs,209.99,TOYOTA CELICA 1.8 - T20 - 03/1994 to 11/1999,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/toyota-celica-1-8-t20-lowering-springs-front-40mm-rear-40mm/
Seat Ibiza Station 1.2 | 1.2TSI | 1.4 6J – Lowering Springs – Front 45mm – Rear 45mm,Lowering Springs,159.99,SEAT IBIZA STATION 1.2/1.2TSI/1.4 - 6j - 05/2010+,https://www.gravityperformance.co.uk/wp-content/uploads/2022/10/Grav_Spring.jpg,https://www.gravityperformance.co.uk/lowering-springs/seat-ibiza-station-1-2-1-2tsi-1-4-6j-lowering-springs-front-45mm-rear-45mm/
